loan_sequence_number,current_delinquency_status,current_int_rate,actual_loss,credit_score,first_time_homebuyer_flag,original_upb,original_cltv,original_dti_ratio,original_int_rate,property_state,predicted_loss
F09Q30053585,0,5.625,0.0,697,N,205000,104,999,5.625,VA,-4778.474093821806
F09Q30273814,0,4.75,0.0,798,N,300000,50,28,4.75,CA,-2410.1872765560474
F09Q40109836,0,5.115,0.0,760,N,154000,80,36,5.115,IL,-5675.8375735397385
F09Q40102945,0,5.375,0.0,787,N,128000,63,35,5.375,IN,-3791.575380630914
F09Q40400978,0,5.25,0.0,703,N,220000,74,40,5.25,VA,-4959.54524998589
F09Q20382455,0,4.875,0.0,788,N,158000,50,27,4.875,WI,-6760.565611518725
F09Q20627994,0,4.625,0.0,781,N,184000,90,999,4.625,MN,-2386.7493587423864
F09Q40410355,0,5.125,0.0,763,Y,117000,90,21,5.125,FL,-1232.739716194407
F09Q30114850,0,4.875,0.0,805,N,219000,68,23,4.875,FL,-1576.069112598296
F09Q40438819,0,5.0,0.0,754,N,79000,74,11,5.0,LA,-9796.344443128684
F09Q20675271,0,5.125,0.0,730,N,383000,80,51,5.125,TX,-5421.270391012426
F09Q20021190,0,5.0,0.0,747,Y,175000,90,28,5.0,NY,-1190.9573630544603
F09Q40281331,0,4.875,0.0,730,N,230000,80,55,4.875,NC,-8729.661309026378
F09Q30062194,0,5.0,0.0,795,N,120000,89,999,5.0,MN,-6634.496534126234
F09Q30098248,0,4.75,0.0,756,N,206000,75,33,4.75,IN,-8889.373758725087
F09Q20181675,0,4.75,0.0,797,N,345000,25,38,4.75,MD,-2595.3591168943613
F09Q30266981,0,4.875,0.0,809,N,325000,80,24,4.875,MD,-4737.835820367975
F09Q20430983,0,4.875,0.0,786,N,184000,90,31,4.875,TN,-3488.928514266288
F09Q40448541,0,5.125,0.0,769,N,371000,95,999,5.125,NJ,-3607.2861587086018
F09Q30364554,0,5.0,0.0,769,N,280000,95,28,5.0,LA,-2437.5423054476123
F09Q20158857,0,4.75,0.0,708,N,108000,32,8,4.75,IL,-4214.482410727375
F09Q20161577,0,4.625,0.0,766,Y,170000,54,46,4.625,CA,-4845.572760451332
F09Q20681615,0,4.75,0.0,797,Y,65000,80,34,4.75,KY,-6162.329192624884
F09Q40110064,0,5.375,0.0,732,N,400000,80,46,5.375,SC,-1643.2275866651216
F09Q40099810,0,4.75,0.0,713,N,333000,40,39,4.75,NY,-6734.828229784693
F09Q40047131,0,5.375,0.0,692,N,417000,74,54,5.375,NY,-1972.3373074259505
F09Q40339973,0,5.375,0.0,784,N,99000,99,999,5.375,NE,-6056.539398471764
F09Q20122739,0,5.125,0.0,756,N,247000,47,33,5.125,WA,-6848.637692888869
F09Q40011085,0,5.125,0.0,765,N,91000,61,42,5.125,IL,-1353.2328661546906
F09Q40195466,0,5.25,0.0,780,N,367000,31,35,5.25,CA,-6296.710551821298
F09Q30275613,0,4.25,0.0,741,N,160000,37,33,4.25,PA,-3989.3639433602025
F09Q30207812,0,5.5,0.0,743,N,108000,80,27,5.5,VA,-2622.5842826519115
F09Q30138878,0,4.25,0.0,782,N,68000,45,30,4.25,FL,-9818.754096406768
F09Q20599467,0,4.875,0.0,736,N,90000,40,33,4.875,WI,-9739.285541038713
F09Q40409073,0,5.25,0.0,738,N,157000,46,999,5.25,VA,-2537.6437302534387
F09Q20536499,0,5.125,0.0,745,N,544000,86,26,5.125,MD,-7753.664459060017
F09Q20091565,0,4.875,0.0,731,N,106000,82,26,4.875,MN,-5107.184812937503
F09Q30307793,0,4.625,0.0,688,N,102000,64,51,4.625,NJ,-5777.521171990914
F09Q20129086,0,4.75,0.0,732,N,252000,80,45,4.75,IL,-1836.4610691965088
F09Q30182198,0,5.875,0.0,794,N,101000,78,15,5.875,IL,-3694.6334429151752
F09Q20284921,0,5.5,0.0,668,N,156000,64,35,5.5,NC,-2859.713399480583
F09Q20065771,0,4.5,0.0,764,N,160000,49,47,4.5,NV,-2232.9212207380747
F09Q40390126,0,4.875,0.0,739,N,292000,80,45,4.875,OH,-7044.739704722063
F09Q30155276,0,4.75,0.0,754,N,296000,119,999,4.75,MN,-2390.1954764458765
F09Q20097040,0,4.5,0.0,813,N,124000,50,18,4.5,MA,-6023.369933881904
F09Q30001120,0,4.875,0.0,754,N,101000,61,52,4.875,ND,-5044.94489665759
F09Q30259560,0,5.875,0.0,720,N,47000,68,49,5.875,TX,-2693.284814144344
F09Q40193854,0,5.5,0.0,810,N,163000,92,999,5.5,MN,-4796.4866250339055
F09Q10122459,17,4.75,-17605.99,815,N,139000,78,19,4.75,GA,-16172.215695721674
F09Q20298606,0,4.75,0.0,825,N,155000,58,38,4.75,UT,-3058.161023838428
F09Q40357737,0,4.5,0.0,713,N,395000,73,48,4.5,NY,-2337.3443044327955
F09Q20568866,0,4.375,0.0,805,N,170000,54,34,4.375,CA,-6402.4132682486525
F09Q40379901,0,4.875,0.0,746,N,147000,55,999,4.875,AK,-7533.16786500377
F09Q30391381,0,4.75,0.0,762,N,50000,52,24,4.75,WA,-1321.327321484087
F09Q20220096,0,4.75,0.0,795,N,177000,59,42,4.75,DE,-2907.753563795892
F09Q20167554,0,4.875,0.0,785,N,248000,80,53,4.875,NJ,-5051.1802023620985
F09Q30361588,8,5.5,-44952.05,732,N,164000,80,38,5.5,MN,-43513.92060773566
F09Q30012752,0,4.875,0.0,770,N,231000,80,42,4.875,CT,-4164.729381076754
F09Q30016335,0,4.625,0.0,802,N,113000,68,19,4.625,GA,-6374.631860272187
F09Q30389853,0,5.375,0.0,798,N,138000,75,12,5.375,CO,-5431.8429965723935
F09Q30236021,0,5.5,0.0,773,N,213000,36,999,5.5,CA,-6872.761284245405
F09Q30099780,0,4.875,0.0,753,N,102000,71,19,4.875,IN,-2981.838756988266
F09Q40130160,0,5.25,0.0,811,N,413000,72,25,5.25,NC,-7387.583243006909
F09Q40265721,0,4.875,0.0,709,N,160000,40,999,4.875,IA,-1707.3423891662164
F09Q20039327,0,5.25,0.0,809,N,90000,41,25,5.25,DE,-1446.5229403785622
F09Q20081702,0,5.0,0.0,710,N,93000,74,41,5.0,NC,-2414.5866880087856
F09Q20058805,0,4.875,0.0,761,N,417000,51,23,4.875,MI,-4854.205335018135
F09Q40239324,0,4.73,0.0,743,N,309000,95,27,4.73,SC,-7803.28877869361
F09Q20243253,0,4.5,0.0,806,N,90000,42,27,4.5,OH,-2655.573487566999
F09Q40147487,0,4.875,0.0,783,N,347000,65,50,4.875,MD,-2004.2915823674207
F09Q30285063,0,5.75,0.0,720,N,307000,76,36,5.75,NH,-8871.916226333195
F09Q30148067,0,4.875,0.0,794,N,209000,89,999,4.875,CT,-3441.602193603257
F09Q20648839,0,4.5,0.0,780,N,50000,24,46,4.5,SC,-7252.213621000287
F09Q20044552,0,5.75,0.0,731,N,90000,80,18,5.75,MO,-9676.911721381668
F09Q40363542,0,4.75,0.0,669,N,136000,70,19,4.75,SC,-7076.526267995096
F09Q40380421,0,5.0,0.0,797,N,136000,83,999,5.0,CT,-5627.747980761501
F09Q20117057,0,4.625,0.0,742,N,100000,57,26,4.625,NC,-3676.962351518216
F09Q30112408,0,4.5,0.0,773,N,162000,75,52,4.5,TX,-5012.263674570962
F09Q20294997,0,5.125,0.0,758,Y,127000,95,27,5.125,KY,-6817.80759261088
F09Q40193431,0,5.25,0.0,771,N,200000,54,22,5.25,PA,-6101.653500226671
F09Q40374480,0,4.5,0.0,761,N,155000,47,32,4.5,CA,-9545.388780453952
F09Q20341818,0,5.125,0.0,781,N,202000,62,15,5.125,CA,-4617.154734768094
F09Q30013299,0,4.25,0.0,798,N,90000,64,19,4.25,NV,-2614.632005550769
F09Q30062982,0,5.375,0.0,731,Y,162000,80,29,5.375,CA,-2556.69337272746
F09Q20557059,0,4.875,0.0,783,N,255000,75,32,4.875,CA,-2168.958639037089
F09Q30042133,0,5.375,0.0,764,N,172000,80,22,5.375,LA,-8547.414817714545
F09Q20539255,0,4.875,0.0,772,N,178000,116,999,4.875,FL,-6342.547865314195
F09Q20038733,0,4.75,0.0,738,N,112000,95,29,4.75,MO,-5107.996333299865
F09Q20682066,39,4.375,-229595.73,556,N,305000,92,999,5.875,PA,-251342.22582769135
F09Q20070087,0,4.375,0.0,800,N,417000,84,42,4.375,MN,-1391.801160462313
F09Q30110312,0,4.5,0.0,806,N,380000,37,20,4.5,MA,-9653.1730689032
F09Q30336508,0,5.75,0.0,800,N,76000,80,31,5.75,OH,-7247.988590296781
F09Q40100720,0,5.25,0.0,776,N,215000,72,48,5.25,CA,-5460.031922501174
F09Q20385419,0,4.875,0.0,764,N,275000,55,49,4.875,NJ,-5069.582741248114
F09Q40346302,0,5.375,0.0,798,N,277000,122,999,5.375,MI,-6223.751760727611
F09Q30186583,0,5.0,0.0,775,N,106000,47,27,5.0,AZ,-5613.036016716962
F09Q30398952,0,5.875,0.0,732,Y,49000,63,55,5.875,NY,-5776.027867725607
F09Q20498791,0,5.875,0.0,726,N,130000,68,27,5.875,FL,-4364.988497694019
F09Q40339091,0,5.375,0.0,701,N,146000,96,999,5.375,MN,-1266.9244513296371
F09Q40361706,0,4.375,0.0,774,N,108000,93,15,4.375,CO,-4947.424488603418
F09Q20031183,0,4.875,0.0,740,N,157000,59,999,4.875,KY,-8208.47425016171
F09Q20233821,0,5.0,0.0,719,N,85000,67,30,5.0,CT,-8627.810467229028
F09Q30043083,0,5.375,0.0,760,N,229000,39,32,5.375,MD,-3350.6991327957585
F09Q20016688,0,4.875,0.0,805,N,371000,75,27,4.875,NC,-7967.016007833734
F09Q40417205,0,4.75,0.0,752,N,137000,40,18,4.75,CA,-2627.809036490976
F09Q30039881,0,4.5,0.0,796,N,347000,68,24,4.5,SC,-9207.755082043492
F09Q30097603,0,4.875,0.0,808,Y,302000,90,27,4.875,DC,-7694.158278424924
F09Q20546640,0,4.875,0.0,710,N,155000,102,999,4.875,NC,-9310.238671522617
F09Q30360238,0,5.5,0.0,578,N,415000,79,999,5.5,NJ,-6044.216222919004
F09Q30181474,0,5.5,0.0,705,N,66000,80,48,5.5,IN,-8587.504785942665
F09Q20026365,0,4.75,0.0,800,N,200000,62,45,4.75,NY,-8208.302830254699
F09Q20159626,0,4.75,0.0,751,N,175000,70,32,4.75,PA,-6228.016809446945
F09Q30124294,0,4.75,0.0,782,N,101000,97,999,4.75,OH,-7202.848823477391
F09Q20394489,0,4.375,0.0,792,N,180000,75,18,4.375,IL,-6630.793144169284
F09Q30428520,0,5.625,0.0,737,N,42000,80,20,5.625,ID,-5106.143117234912
F09Q40138235,0,4.75,0.0,787,Y,362000,60,34,4.75,CA,-3147.048790931942
F09Q20272660,0,4.625,0.0,777,N,211000,88,20,4.625,MN,-6503.955543189385
F09Q30077833,0,5.25,0.0,723,Y,389000,95,33,5.25,NC,-6373.531639415871
F09Q20627285,0,4.75,0.0,790,N,417000,56,9,4.75,CO,-7364.349040962929
F09Q40009988,0,4.25,0.0,756,N,168000,48,16,4.25,MD,-4748.493470748792
F09Q30375882,0,5.125,0.0,774,N,181000,81,22,5.125,MO,-6256.113092996348
F09Q30085280,0,4.75,0.0,806,N,200000,29,45,4.75,CA,-7002.419425834207
F09Q20059456,0,4.875,0.0,704,N,276000,80,42,4.875,WA,-4109.869561242427
F09Q30414075,0,4.75,0.0,746,N,388000,80,39,4.75,NJ,-8315.316067119526
F09Q40279979,0,4.75,0.0,817,N,108000,80,17,4.75,TN,-6320.003019056422
F09Q40316103,0,5.5,0.0,756,N,132000,95,999,5.5,IA,-7903.577353973015
F09Q30370593,0,4.375,0.0,699,N,203000,57,26,4.375,NC,-5195.0843496054
F09Q20219904,0,4.875,0.0,759,N,200000,24,41,4.875,UT,-6610.27390930031
F09Q20085625,0,4.75,0.0,779,N,111000,65,23,4.75,CO,-8323.374770158425
F09Q30386222,0,5.25,0.0,781,N,75000,50,27,5.25,AZ,-2644.744810307612
F09Q40057027,0,5.125,0.0,816,N,170000,74,42,5.125,OR,-9200.068921309256
F09Q20435220,6,5.375,-21084.18,815,N,194000,90,26,5.375,IL,-19763.92565746343
F09Q20027710,0,5.5,0.0,740,N,227000,88,38,5.5,OH,-7217.608899035014
F09Q20647187,0,4.875,0.0,790,N,417000,71,22,4.875,MD,-3611.150324061421
F09Q40041373,0,5.0,0.0,794,N,333000,78,49,5.0,WI,-6988.0261854710025
F09Q30054665,0,4.75,0.0,778,N,74000,76,26,4.75,NY,-5383.791775892599
F09Q30032476,0,5.375,0.0,797,N,388000,80,38,5.375,CA,-5393.759112055146
F09Q20417932,0,4.75,0.0,722,N,127000,58,28,4.75,WA,-5962.103537667478
F09Q40117457,0,5.0,0.0,808,N,90000,76,14,5.0,IN,-6211.33319845064
F09Q20000282,0,4.375,0.0,776,N,68000,75,28,4.375,MI,-1022.6564275246832
F09Q40065651,0,5.125,0.0,776,Y,82000,95,18,5.125,PA,-1317.9950786454451
F09Q20288916,0,5.375,0.0,781,N,101000,69,10,5.375,AL,-3641.023596242008
F09Q20346841,0,5.125,0.0,718,N,205000,75,31,5.125,IL,-6834.826621921296
F09Q20630179,0,5.125,0.0,767,Y,57000,80,32,5.125,IA,-7261.606865195218
F09Q40158269,0,4.25,0.0,753,N,189000,67,32,4.25,OR,-3323.442824220834
F09Q40232667,0,4.375,0.0,722,Y,107000,80,25,4.375,PA,-4041.63364646148
F09Q20191951,0,5.0,0.0,784,N,150000,77,28,5.0,NY,-5654.332813389345
F09Q20489511,0,4.875,0.0,791,N,335000,52,23,4.875,CO,-5533.144916166901
F09Q30048689,0,4.875,0.0,703,N,417000,80,38,4.875,MN,-1290.0483432777532
F09Q20051017,0,4.75,0.0,702,N,237000,75,30,4.75,OH,-5951.9765809519695
F09Q20561765,0,4.75,0.0,786,N,180000,55,49,4.75,CA,-2419.1475556737555
F09Q20272581,0,4.875,0.0,791,N,272000,68,28,4.875,IL,-3100.4453571600275
F09Q20180934,0,4.75,0.0,756,N,106000,74,30,4.75,UT,-2820.4701614976834
F09Q30118152,0,4.875,0.0,777,N,604000,75,28,4.875,CA,-9296.348839626293
F09Q20302591,0,4.75,0.0,713,N,264000,85,34,4.75,VA,-8460.163076265757
F09Q40168965,0,5.5,0.0,698,N,69000,90,41,5.5,PA,-7857.08144664147
F09Q20335987,0,5.125,0.0,721,N,314000,52,22,5.125,CA,-3069.763801270699
F09Q20672947,0,5.375,0.0,795,N,469000,56,38,5.375,CA,-7482.748498344256
F09Q40386805,0,5.0,0.0,770,N,113000,70,34,5.0,MO,-9631.353052116678
F09Q20497830,0,4.75,0.0,776,N,156000,80,16,4.75,IL,-9300.15806721117
F09Q20441372,0,4.875,0.0,754,N,217000,79,57,4.875,NY,-9197.739898817785
F09Q30112052,0,5.25,0.0,797,N,66000,32,33,5.25,NC,-4181.866104751604
F09Q20089335,0,4.875,0.0,806,N,80000,67,32,4.875,VA,-1011.8774779143026
F09Q20202707,0,5.125,0.0,705,N,108000,80,49,5.125,MO,-2534.103455342696
F09Q30049206,5,5.875,0.0,710,N,92000,80,41,5.875,GA,-5359.362869903596
F09Q20324013,0,4.875,0.0,703,N,340000,95,44,4.875,MO,-3898.394349531841
F09Q40316076,0,5.625,0.0,781,N,136000,102,999,5.625,PA,-8821.298067006583
F09Q20364516,0,4.25,0.0,693,N,70000,61,41,4.25,TN,-4225.09819394727
F09Q40162113,0,6.0,0.0,651,N,208000,80,32,6.0,DC,-5652.9959900965605
F09Q40013285,0,5.0,0.0,706,N,182000,102,999,5.0,NY,-5236.10089236444
F09Q30004600,0,4.5,0.0,690,N,250000,80,33,4.5,DE,-9502.333119925142
F09Q20521218,0,4.75,0.0,804,N,114000,64,26,4.75,NE,-3005.1460145999595
F09Q40132185,0,4.75,0.0,688,N,297000,86,51,4.75,VA,-6748.193345436853
F09Q20250588,0,4.5,0.0,752,N,207000,40,55,4.5,WA,-7800.238631984285
F09Q40371287,0,5.0,0.0,644,N,97000,76,999,5.0,MS,-1508.102562531909
F09Q30112981,0,5.0,0.0,784,N,206000,72,21,5.0,MN,-8948.337439499115
F09Q20041133,0,4.875,0.0,721,N,106000,56,48,4.875,RI,-7779.021587647588
F09Q20490100,0,5.125,0.0,791,Y,100000,55,21,5.125,IL,-9427.15212321188
F09Q10299998,0,4.625,0.0,766,N,222000,55,31,4.625,IN,-5378.308428811453
F09Q30100240,0,4.5,0.0,808,N,40000,52,49,4.5,PA,-3396.7815490290764
F09Q30197925,0,5.375,0.0,813,N,230000,74,39,5.375,NJ,-6500.49028351663
F09Q30360144,0,5.625,0.0,607,N,256000,107,999,5.625,PA,-7718.583043325359
F09Q20224714,0,4.875,0.0,774,N,600000,90,36,4.875,CA,-1931.759868554212
F09Q20543880,1,5.0,0.0,588,N,129000,94,999,5.0,IN,-6550.787220975375
F09Q40384439,0,4.75,0.0,747,N,176000,55,30,4.75,KY,-1799.5963866997467
F09Q20258787,0,4.75,0.0,823,N,234000,47,29,4.75,CA,-3882.229916225486
F09Q20255752,0,4.375,0.0,795,N,225000,70,37,4.375,CA,-2693.38676217823
F09Q40406761,0,5.0,0.0,762,N,220000,76,47,5.0,IL,-9211.05472076859
F09Q20489175,0,4.5,0.0,802,N,177000,57,28,4.5,OR,-3416.832689227528
F09Q20061148,0,4.875,0.0,792,N,417000,70,61,4.875,CO,-8170.215473431377
F09Q20530112,0,5.5,0.0,787,N,75000,32,30,5.5,IN,-5306.221070222065
F09Q30303297,0,5.125,0.0,772,N,207000,58,22,5.125,TX,-9667.750225978298
F09Q40166830,0,5.75,0.0,731,N,219000,150,999,5.75,VA,-2717.179342399272
F09Q40346507,0,5.25,0.0,735,N,246000,68,999,5.25,NY,-6705.220359624056
F09Q20528872,0,4.5,0.0,777,N,350000,71,10,4.5,TX,-7065.975672258976
F09Q40256786,0,4.25,0.0,770,N,160000,75,31,4.25,TX,-1825.8717866989416
F09Q40266310,0,5.75,0.0,760,N,220000,74,5,5.75,CA,-6104.998531905066
F09Q30323958,0,5.25,0.0,764,N,143000,85,34,5.25,PA,-1964.5170345327504
F09Q40031940,0,5.125,0.0,814,N,250000,65,37,5.125,WI,-3830.473013363058
F09Q20565428,0,4.75,0.0,782,N,296000,80,15,4.75,MN,-8866.580953958563
F09Q20581695,0,4.75,0.0,796,Y,112000,80,25,4.75,FL,-3870.946493417643
F09Q40165533,0,5.125,0.0,760,N,131000,61,12,5.125,AL,-4442.2778978658125
F09Q20478428,0,4.5,0.0,783,N,186000,79,999,4.5,MI,-7115.232097980237
F09Q30376066,0,5.125,0.0,778,N,173000,75,15,5.125,CA,-1270.180903303063
F09Q20680805,0,4.25,0.0,764,N,248000,80,48,4.25,PA,-3726.075375752205
F09Q30207856,0,5.5,0.0,686,Y,138000,80,53,5.5,CO,-1899.9254242385057
F09Q30064339,0,5.5,0.0,797,N,106000,80,19,5.5,AR,-1396.796005609907
F09Q20042367,0,4.25,0.0,744,N,228000,79,40,4.25,WA,-9139.15291677214
F09Q40398731,0,5.125,0.0,709,N,102000,95,22,5.125,IA,-7341.841555698858
F09Q20391421,0,4.25,0.0,794,N,142000,63,29,4.25,ND,-9813.774424433315
F09Q30186332,0,5.125,0.0,804,N,85000,53,25,5.125,NC,-6408.059260222727
F09Q20295169,0,4.75,0.0,797,N,221000,75,23,4.75,NV,-7994.846497276279
F09Q40401291,0,4.75,0.0,785,N,324000,80,32,4.75,MD,-2718.75878757954
F09Q40373320,0,4.75,0.0,797,N,53000,49,15,4.75,OH,-1804.5951545274463
F09Q30072951,0,5.25,0.0,783,N,216000,80,20,5.25,SC,-6293.7438592776
F09Q40388188,0,5.375,0.0,756,N,320000,95,999,5.375,CA,-8940.229236652825
F09Q20075014,0,4.375,0.0,745,N,185000,80,44,4.375,NC,-1764.7178817239703
F09Q20551667,0,5.625,0.0,770,N,330000,90,30,5.625,NJ,-3904.309599845932
F09Q20175740,0,4.375,0.0,796,N,264000,74,35,4.375,MN,-3416.4576842702127
F09Q30322442,0,5.625,0.0,787,N,84000,55,33,5.625,AZ,-9030.25013121048
F09Q40018542,0,5.25,0.0,712,N,124000,68,28,5.25,IN,-3636.471805695958
F09Q40434303,0,4.75,0.0,818,N,76000,11,999,4.75,VA,-9257.218425218938
F09Q30392078,0,5.25,0.0,802,N,115000,65,23,5.25,MA,-4093.1080051660097
F09Q30115377,0,4.75,0.0,793,N,103000,48,25,4.75,ME,-4968.697881043856
F09Q20257596,0,4.375,0.0,813,N,41000,37,999,4.375,IL,-1206.227537670357
F09Q20278147,0,5.25,0.0,786,N,146000,44,36,5.25,CA,-5843.027705921575
F09Q40432840,0,5.0,0.0,745,N,113000,121,999,5.0,AZ,-4820.951143703767
F09Q20035215,0,4.875,0.0,804,N,65000,80,17,4.875,IN,-3365.995151955025
F09Q30120503,0,4.875,0.0,814,N,193000,78,12,4.875,OH,-8426.982245637018
F09Q40317999,0,5.5,0.0,699,N,92000,77,999,5.5,MN,-5928.72401250002
F09Q20016619,0,4.75,0.0,766,N,167000,73,30,4.75,MI,-6948.35137516726
F09Q30252446,0,4.625,0.0,746,N,356000,80,36,4.625,NY,-4050.849141983498
F09Q20052468,0,4.75,0.0,736,N,120000,70,20,4.75,AZ,-8045.525885666419
F09Q20639151,0,4.375,0.0,734,N,123000,50,23,4.375,MN,-5208.786527110544
F09Q20604269,0,4.875,0.0,764,N,150000,95,999,4.875,WA,-2463.688479527452
F09Q20376227,0,4.375,0.0,804,N,189000,59,17,4.375,CA,-3834.887971543522
F09Q20548036,24,5.25,-37209.23,748,N,167000,59,999,5.25,CT,-36463.90570201593
F09Q30144726,0,4.25,0.0,666,N,127000,77,52,4.25,PR,-4015.472533792946
F09Q20292167,0,4.75,0.0,812,N,112000,80,23,4.75,ME,-5121.644604601299
F09Q40148496,0,4.5,0.0,729,N,91000,63,38,4.5,IL,-3148.3241538748257
F09Q20448144,0,5.5,0.0,724,N,133000,75,49,5.5,CO,-2530.901652234409
F09Q20663072,0,5.0,0.0,690,N,128000,67,65,5.0,MI,-8465.447307815377
F09Q20057956,0,4.75,0.0,779,N,269000,71,28,4.75,NC,-3576.419824357143
F09Q20719334,0,4.25,0.0,800,N,171000,52,36,4.25,WA,-3635.453542331865
F09Q20718234,0,4.5,0.0,768,N,317000,67,25,4.5,OH,-4018.174013780876
F09Q40320529,0,5.5,0.0,645,N,175000,77,51,5.5,NJ,-2646.215338376229
F09Q30190149,0,5.875,0.0,670,N,140000,70,26,5.875,GA,-9962.100908106991
F09Q40417484,0,4.875,0.0,794,Y,112000,75,31,4.875,CA,-3725.1069480108113
F09Q30251501,0,5.25,0.0,745,N,306000,80,54,5.25,MD,-3321.6262861822865
F09Q40223208,0,4.75,0.0,731,N,145000,95,999,4.75,TX,-7540.065800254275
F09Q40098397,0,4.375,0.0,730,N,180000,60,28,4.375,MA,-3864.570018702862
F09Q40336163,0,4.875,0.0,725,N,178000,90,44,4.875,TX,-7117.007623139431
F09Q40220884,0,4.625,0.0,726,N,95000,36,41,4.625,GA,-9316.457244454072
F09Q30416173,0,5.75,0.0,737,N,320000,80,28,5.75,RI,-6764.641939189098
F09Q20474358,0,4.75,0.0,765,N,159000,50,22,4.75,NY,-4140.531624918319
F09Q20526083,0,5.625,0.0,723,N,206000,115,999,5.625,VA,-1932.154708573185
F09Q40096175,0,4.375,0.0,778,N,161000,80,42,4.375,MI,-7801.797082132727
F09Q20221439,0,4.3,0.0,685,N,98000,76,49,4.3,IL,-9746.310614666996
F09Q40209965,0,5.0,0.0,788,N,117000,94,999,5.0,MO,-3069.60582292562
F09Q20684290,0,4.625,0.0,776,N,417000,58,36,4.625,MA,-3755.100494016783
F09Q30063867,0,5.125,0.0,823,N,69000,73,52,5.125,NY,-5995.673464172767
F09Q30318899,0,5.0,0.0,774,N,126000,45,44,5.0,GA,-9180.934654326758
F09Q40394197,0,5.25,0.0,705,N,148000,80,37,5.25,TX,-1125.3429373803608
F09Q20216500,0,5.25,0.0,793,N,162000,76,49,5.25,OH,-6508.988136882014
F09Q20178085,0,4.875,0.0,799,N,201000,70,27,4.875,GA,-5544.242534665368
F09Q30214397,0,5.0,0.0,770,Y,178000,90,33,5.0,GA,-2052.030231832977
F09Q40109987,0,5.5,0.0,740,N,143000,111,999,5.5,IL,-2203.738677207135
F09Q40153960,0,4.625,0.0,803,N,333000,60,20,4.625,NY,-7241.817518558347
F09Q40313873,0,5.5,0.0,700,Y,86000,80,21,5.5,VA,-1405.8442173329809
F09Q20464584,0,4.5,0.0,786,N,223000,52,24,4.5,PA,-2046.734685639038
F09Q30016120,0,5.25,0.0,802,N,143000,80,45,5.25,UT,-3817.014450895556
F09Q40390589,0,5.125,0.0,803,N,176000,80,38,5.125,AK,-1706.4919384693223
F09Q20511055,0,4.375,0.0,768,N,168000,80,39,4.375,TX,-9620.626208738418
F09Q30228316,0,5.5,0.0,806,N,105000,54,27,5.5,MO,-2647.896331452561
F09Q20474891,0,5.54,0.0,763,N,132000,85,33,5.54,PA,-9204.241265074095
F09Q20389059,0,4.5,0.0,673,N,72000,33,53,4.5,FL,-2479.2539913300325
F09Q20020214,0,5.0,0.0,708,N,417000,73,53,5.0,AZ,-8970.504408781562
F09Q20436228,0,4.875,0.0,790,N,75000,46,18,4.875,SC,-7979.196362388535
F09Q20556051,0,5.125,0.0,796,N,214000,80,999,5.125,CA,-6641.0513277894615
F09Q30025763,0,5.25,0.0,776,N,87000,53,32,5.25,NH,-3880.543413552202
F09Q20481331,0,4.875,0.0,799,N,180000,53,19,4.875,VA,-5274.406892797977
F09Q20665718,0,5.375,0.0,747,N,90000,72,43,5.375,CA,-5727.113883503317
F09Q30164305,0,4.875,0.0,795,N,417000,70,18,4.875,CA,-9420.670886537511
F09Q40074773,0,5.375,0.0,793,N,400000,79,999,5.375,OR,-7304.459852364697
F09Q20245620,25,4.75,-82716.91,802,N,203000,80,33,4.75,IL,-77421.765521878
F09Q20661502,0,5.625,0.0,764,Y,51000,95,34,5.625,MN,-8202.928810274283
F09Q40362636,0,6.625,0.0,701,N,112000,70,39,6.625,VA,-8041.167955237668
F09Q20146222,0,4.75,0.0,760,N,150000,69,41,4.75,IL,-4091.092071816357
F09Q30205488,0,5.75,0.0,614,N,261000,99,999,5.75,IL,-8319.047274711085
F09Q20713593,0,4.375,0.0,791,N,90000,10,20,4.375,NY,-8583.633657802226
F09Q20115860,0,4.875,0.0,722,N,415000,87,999,4.875,OH,-9613.466620539057
F09Q40259384,0,5.125,0.0,787,N,272000,80,25,5.125,NJ,-7806.753211150696
F09Q20181304,0,4.875,0.0,780,N,75000,66,27,4.875,MO,-1954.622492219269
F09Q30135519,0,5.25,0.0,744,N,49000,47,20,5.25,NY,-2219.5771831005754
F09Q30113675,0,4.875,0.0,738,N,154000,115,999,4.875,MI,-3027.581388940018
F09Q20109485,0,4.875,0.0,774,N,154000,72,24,4.875,PA,-1362.982615126063
F09Q30425826,0,5.0,0.0,735,Y,293000,79,52,5.0,NJ,-2134.1882037705304
F09Q40156261,0,4.99,0.0,713,N,69000,60,36,4.99,IN,-6162.03272944412
F09Q40151210,0,5.25,0.0,743,N,225000,75,42,5.25,NY,-4203.32321187788
F09Q30336144,0,4.75,0.0,741,N,193000,95,27,4.75,NC,-1111.5971264800835
F09Q40034764,0,4.875,0.0,808,N,332000,80,29,4.875,NY,-8587.634404702234
F09Q20241292,0,4.875,0.0,687,N,136000,69,65,4.875,NC,-8460.326515295008
F09Q30101889,0,4.875,0.0,786,N,214000,75,27,4.875,CA,-9356.2689027806
F09Q30124466,0,4.875,0.0,573,N,147000,89,999,4.875,WV,-1731.2385700379955
F09Q40197955,0,5.0,0.0,717,N,215000,79,50,5.0,TX,-2656.4158824303645
F09Q20196937,0,4.5,0.0,801,N,130000,57,34,4.5,TX,-1043.0792616208337
